epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.60269,0.81307,3.07888,1.49564,0.00892,1,0.28608,0.25025,0.30078,3.26456,0.84173,0.0001625,0.0001625,0.0001625
2,10.0063,0.4471,1.9565,1.14931,0.00726,0.78333,0.117,0.08591,0.60323,3.30905,1.32102,0.000334159,0.000334159,0.000334159
3,13.3631,0.56373,1.38304,1.3294,0.00432,1,0.35005,0.31641,0.31908,3.25392,0.82559,0.000502353,0.000502353,0.000502353
4,16.6266,0.45256,1.00926,1.09494,0.00525,1,0.39321,0.34927,0.43222,3.29321,0.9952,0.000667081,0.000667081,0.000667081
5,19.9473,0.41693,0.81156,1.07032,0.01215,1,0.27433,0.23876,0.31703,3.28019,0.9035,0.000828345,0.000828345,0.000828345
6,23.2003,0.39258,0.73655,1.0535,0.00441,1,0.24334,0.21488,0.31819,3.45465,0.88075,0.000986144,0.000986144,0.000986144
7,26.3616,0.3899,0.68241,1.03719,0.0059,1,0.20923,0.13732,0.52149,3.41846,1.02984,0.00114048,0.00114048,0.00114048
8,29.6286,0.36666,0.64889,1.02452,0.00695,1,0.04261,0.0172,0.32692,3.9486,0.82222,0.00116337,0.00116337,0.00116337
9,32.7901,0.36009,0.60719,1.02388,0.00655,1,0.02638,0.00669,0.36143,3.73737,0.7715,0.001151,0.001151,0.001151
10,36.0785,0.40049,0.6272,1.04564,0.00819,1,0.08944,0.05768,0.39525,4.1417,0.95023,0.00113863,0.00113863,0.00113863
11,39.315,0.37667,0.62923,1.05413,0.00982,1,0.13586,0.11108,0.45949,4.10992,0.97947,0.00112625,0.00112625,0.00112625
12,42.5224,0.33507,0.55467,1.00689,0.00673,0.98413,0.16946,0.15136,0.53473,4.79645,1.0937,0.00111388,0.00111388,0.00111388
13,45.713,0.38435,0.55052,1.00778,0.00483,0.98413,0.17775,0.10886,0.55639,4.58758,1.05672,0.0011015,0.0011015,0.0011015
14,49.0617,0.36511,0.536,1.06374,0.00399,0.69841,0.03095,0.02818,0.4068,4.84792,0.90778,0.00108913,0.00108913,0.00108913
