epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.17206,0.81307,3.07888,1.49564,0.00892,1,0.28608,0.25025,0.30078,3.26456,0.84173,0.0001625,0.0001625,0.0001625
2,11.0341,0.45462,1.96921,1.15228,0.00739,0.91667,0.12217,0.0834,0.62206,3.31219,1.37122,0.000330818,0.000330818,0.000330818
3,14.867,0.55556,1.37978,1.30827,0.00418,1,0.39093,0.33,0.34642,3.25745,0.84896,0.000492205,0.000492205,0.000492205
4,18.681,0.44685,1.01039,1.09018,0.00427,1,0.36627,0.36136,0.28525,3.22154,0.76278,0.000646662,0.000646662,0.000646662
5,22.1372,0.3935,0.81419,1.05185,0.0083,1,0.37142,0.34505,0.25137,3.24723,0.75162,0.00079419,0.00079419,0.00079419
6,25.5811,0.37386,0.73367,1.03914,0.00854,1,0.21686,0.19037,0.34506,3.63553,0.87524,0.000934788,0.000934788,0.000934788
7,28.9907,0.42369,0.68586,1.06092,0.00657,1,0.15565,0.15286,0.31913,3.58771,0.78677,0.00106846,0.00106846,0.00106846
8,32.5125,0.38532,0.65536,1.03766,0.00842,1,0.19791,0.09037,0.38703,4.1027,0.82606,0.00107675,0.00107675,0.00107675
9,35.9205,0.35401,0.60977,1.01431,0.00874,1,0.03042,0.01872,0.52136,4.21958,0.98095,0.001052,0.001052,0.001052
10,39.3253,0.36766,0.62866,1.02531,0.00977,1,0.09697,0.04565,0.33289,3.86028,0.89706,0.00102725,0.00102725,0.00102725
11,42.7529,0.37078,0.59154,1.04666,0.00824,1,0.0942,0.06277,0.58655,4.31724,1.13088,0.0010025,0.0010025,0.0010025
12,46.1617,0.33505,0.55358,1.01104,0.00619,1,0.15186,0.13102,0.44628,4.88102,0.94823,0.00097775,0.00097775,0.00097775
13,49.6329,0.37518,0.53495,1.00913,0.00498,1,0.12029,0.10632,0.40853,4.97195,0.88541,0.000953,0.000953,0.000953
14,53.0975,0.35935,0.5378,1.05062,0.00533,1,0.03304,0.01459,0.30164,4.98349,0.83756,0.00092825,0.00092825,0.00092825
